,administrative_district,american_indian_alaskan_native_expulsions,american_indian_alaskan_native_principal,american_indian_alaskan_native_removals,american_indian_alaskan_native_superintendent,asian_expulsions,asian_principal,asian_removals,asian_superintendent,black_expulsions,black_principal,black_removals,black_superintendent,dbn,hispanic_expulsions,hispanic_principal,hispanic_removals,hispanic_superintendent,location_category,location_name,multi_racial_expulsions,multi_racial_principal,multi_racial_removals,multi_racial_superintendent,unknown_expulsions,unknown_principal,unknown_removals,unknown_superintendent,white_expulsions,white_principal,white_removals,white_superintendent
1030,19,*,*,*,*,*,*,*,*,*,*,13,*,19K678,*,*,*,*,Junior High-Intermediate-Middle,East New York Middle School of Excellence,*,*,*,*,*,*,*,*,*,*,*,*
1031,19,*,*,*,*,*,*,*,*,*,23,*,16,19K683,*,7,*,*,High school,"The School for Classics: An Academy of Thinkers, W",*,*,*,*,*,*,*,*,*,*,*,*
1032,19,*,*,*,*,*,*,*,*,*,*,*,*,19K760,*,*,*,*,Junior High-Intermediate-Middle,Highland Park Community School,*,*,*,*,*,*,*,*,*,*,*,*
1033,19,*,*,*,*,*,*,*,*,*,20,*,*,19K764,*,*,*,*,High school,The Urban Assembly School for Collaborative Health,*,*,*,*,*,*,*,*,*,*,*,*
1034,20,*,*,*,*,*,*,*,*,*,*,*,*,20K030,*,18,*,*,K-8,P.S./I.S. 30 Mary White Ovington,*,*,*,*,*,*,*,*,*,25,*,*
1035,20,*,*,*,*,*,*,16,*,*,*,*,*,20K048,*,*,*,*,Elementary,P.S. 048 Mapleton,*,*,*,*,*,*,*,*,*,*,*,*
1036,20,*,*,*,*,*,9,*,*,*,25,*,8,20K062,*,*,*,*,Junior High-Intermediate-Middle,J.H.S. 062 Ditmas,*,*,*,*,*,*,*,*,*,*,*,*
1037,20,*,*,*,*,*,*,*,*,*,*,*,*,20K069,*,*,*,*,Elementary,P.S. 69 Vincent D. Grippo School,*,*,*,*,*,*,*,*,*,*,*,*
1038,20,*,*,*,*,*,*,*,*,*,*,*,*,20K102,*,*,*,*,Elementary,P.S. 102 The Bayview,*,*,*,*,*,*,*,*,*,*,*,*
1039,20,*,*,*,*,*,*,*,*,*,*,*,*,20K104,*,7,*,*,K-8,P.S./I.S. 104 The Fort Hamilton School,*,*,*,*,*,*,*,*,*,9,*,*
1040,20,*,*,*,*,*,7,*,*,*,*,*,*,20K105,*,*,*,*,Elementary,P.S. 105 The Blythebourne,*,*,*,*,*,*,*,*,*,*,*,*
1041,20,*,*,*,*,*,*,*,*,*,*,*,*,20K112,*,*,*,*,Elementary,P.S. 112 Lefferts Park,*,*,*,*,*,*,*,*,*,*,*,*
1042,20,*,*,*,*,*,*,*,*,*,*,*,*,20K127,*,*,*,*,Elementary,P.S. 127 Mckinley Park,*,*,*,*,*,*,*,*,*,*,*,*
1043,20,*,*,*,*,*,*,*,*,*,*,*,*,20K160,*,*,*,*,Elementary,P.S. 160 William T. Sampson,*,*,*,*,*,*,*,*,*,*,*,*
1044,20,*,*,*,*,*,*,*,*,*,*,*,*,20K163,*,*,*,*,K-8,P.S. 163 Bath Beach,*,*,*,*,*,*,*,*,*,*,*,*
1045,20,*,*,*,*,*,*,*,*,*,*,*,*,20K164,*,*,*,*,Elementary,P.S. 164 Caesar Rodney,*,*,*,*,*,*,*,*,*,*,*,*
1046,20,*,*,*,*,*,*,*,*,*,*,*,*,20K176,*,*,*,*,Elementary,P.S. 176 Ovington,*,*,*,*,*,*,*,*,*,*,*,*
1047,20,*,*,*,*,*,*,*,*,*,*,*,*,20K179,*,*,*,*,Elementary,P.S. 179 Kensington,*,*,*,*,*,*,*,*,*,*,*,*
1048,20,*,*,*,*,*,43,7,6,*,*,*,*,20K180,*,29,9,*,K-8,The SEEALL Academy,*,6,*,*,*,*,*,*,*,46,*,*
1049,20,*,*,*,*,*,*,*,*,*,*,*,*,20K185,*,*,*,*,Elementary,P.S. 185 Walter Kassenbrock,*,*,*,*,*,*,*,*,*,*,*,*
1050,20,*,*,*,*,*,*,*,*,*,*,*,*,20K186,*,*,*,*,Elementary,P.S. 186 Dr. Irving A Gladstone,*,*,*,*,*,*,*,*,*,*,*,*
1051,20,*,*,*,*,*,*,*,*,*,*,*,*,20K187,*,*,*,*,Junior High-Intermediate-Middle,The Christa McAuliffe School\I.S. 187,*,*,*,*,*,*,*,*,*,*,*,*
1052,20,*,*,*,*,*,7,*,*,*,*,*,*,20K192,*,9,*,*,K-8,P.S. 192 - The Magnet School for Math and Science,*,*,*,*,*,*,*,*,*,*,*,*
1053,20,*,*,*,*,*,*,6,*,*,*,*,*,20K200,*,*,*,*,Elementary,P.S. 200 Benson School,*,*,*,*,*,*,*,*,*,7,22,*
1054,20,*,*,*,*,*,10,*,*,*,*,*,*,20K201,*,*,*,*,Junior High-Intermediate-Middle,J.H.S. 201 The Dyker Heights,*,*,*,*,*,*,*,*,*,22,*,*
1055,20,*,*,*,*,*,*,*,*,*,*,*,*,20K204,*,*,*,*,Elementary,P.S. 204 Vince Lombardi,*,*,*,*,*,*,*,*,*,*,*,*
1056,20,*,*,*,*,*,*,*,*,*,*,*,*,20K205,*,*,*,*,Elementary,P.S. 205 Clarion,*,*,*,*,*,*,*,*,*,*,*,*
1057,20,*,*,*,*,*,*,*,*,*,*,*,*,20K220,*,9,*,7,Junior High-Intermediate-Middle,J.H.S. 220 John J. Pershing,*,*,*,*,*,*,*,*,*,*,*,*
1058,20,*,*,*,*,*,15,*,7,*,6,*,*,20K223,*,27,*,*,Junior High-Intermediate-Middle,J.H.S. 223 The Montauk,*,*,*,*,*,*,*,*,*,*,*,*
1059,20,*,*,*,*,*,22,*,*,*,*,*,*,20K227,*,35,*,11,Junior High-Intermediate-Middle,J.H.S. 227 Edward B. Shallow,*,*,*,*,*,*,*,*,*,24,*,6
1060,20,*,*,*,*,*,*,*,*,*,*,*,*,20K229,*,*,*,*,K-8,P.S. 229 Dyker,*,*,*,*,*,*,*,*,*,*,*,*
1061,20,*,*,*,*,*,*,*,*,*,*,*,*,20K247,*,*,*,*,Elementary,P.S. 247 Brooklyn,*,*,*,*,*,*,*,*,*,*,*,*
1062,20,*,*,*,*,*,11,*,*,*,*,*,*,20K259,*,26,*,*,Junior High-Intermediate-Middle,J.H.S. 259 William Mckinley,*,*,*,*,*,*,*,*,*,33,*,*
1063,20,*,*,*,*,*,*,*,*,*,*,*,*,20K264,*,*,*,*,Elementary,P.S. 264 Bay Ridge Elementary School For The Arts,*,*,*,*,*,*,*,*,*,*,*,*
1064,20,*,*,*,*,*,*,*,*,*,*,*,*,20K310,*,*,*,*,Elementary,The School For Future Leaders,*,*,*,*,*,*,*,*,*,*,*,*
1065,20,*,*,*,*,*,*,*,*,*,*,*,*,20K444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
1066,20,*,*,*,*,*,*,21,6,*,9,33,*,20K445,*,9,47,8,High school,New Utrecht High School,*,*,*,*,*,*,*,*,*,12,55,*
1067,20,*,*,*,*,*,*,*,*,*,*,*,*,20K485,*,15,*,*,High school,High School of Telecommunication Arts and Technolo,*,*,*,*,*,*,*,*,*,*,*,*
1068,20,*,*,*,*,*,7,*,*,*,8,*,*,20K490,*,60,*,14,High school,Fort Hamilton High School,*,*,*,*,*,*,*,*,*,38,*,*
1069,20,*,*,*,*,*,*,*,*,*,*,*,*,20K503,*,*,*,*,Elementary,P.S. 503: The School of Discovery,*,*,*,*,*,*,*,*,*,*,*,*
1070,20,*,*,*,*,*,16,*,6,*,49,*,17,20K505,*,45,*,17,High school,Franklin Delano Roosevelt High School,*,*,*,*,*,*,*,*,*,22,*,*
1071,20,*,*,*,*,*,*,*,*,*,*,*,*,20K506,*,9,*,*,Elementary,P.S. 506: The School of Journalism & Technology,*,*,*,*,*,*,*,*,*,*,*,*
1072,20,*,*,*,*,*,*,*,*,*,20,31,*,20K609,*,*,*,*,Secondary School,Urban Assembly School for Criminal Justice,*,*,*,*,*,*,*,*,*,*,*,*
1073,20,*,*,*,*,*,*,*,*,*,*,*,*,20K658,*,*,*,*,High school,Franklin Delano Roosevelt YABC,*,*,*,*,*,*,*,*,*,*,*,*
1074,20,*,*,*,*,*,*,*,*,*,*,*,*,20K682,*,*,*,*,Elementary,The Academy of Talented Scholars,*,*,*,*,*,*,*,*,*,*,*,*
1075,20,*,*,*,*,*,*,*,*,*,*,*,*,20K686,*,*,*,*,K-8,Brooklyn School of Inquiry,*,*,*,*,*,*,*,*,*,*,*,*
1076,20,*,*,*,*,*,*,*,*,*,*,*,*,20K748,*,*,*,*,Elementary,P.S. 748 Brooklyn School for Global Scholars,*,*,*,*,*,*,*,*,*,*,*,*
1077,20,*,*,*,*,*,*,*,*,*,*,*,*,20K768,*,*,*,*,District Pre-K Center,District 20 Pre-K Center,*,*,*,*,*,*,*,*,*,*,*,*
1078,20,*,*,*,*,*,*,*,*,*,*,*,*,20K920,*,*,*,*,Ungraded,New Utrecht Evening Hs M/W,*,*,*,*,*,*,*,*,*,*,*,*
1079,20,*,*,*,*,*,*,*,*,*,*,*,*,20K921,*,*,*,*,Ungraded,New Utrecht Evening Hs T/R,*,*,*,*,*,*,*,*,*,*,*,*
1080,20,*,*,*,*,*,*,*,*,*,*,*,*,20K971,*,*,*,*,Elementary,"School of Math, Science, and Healthy Living",*,*,*,*,*,*,*,*,*,*,*,*
1081,21,*,*,*,*,*,*,*,*,*,7,22,*,21K090,*,*,27,*,Elementary,P.S. 90 Edna Cohen School,*,*,*,*,*,*,*,*,*,*,9,*
1082,21,*,*,*,*,*,*,*,*,*,*,*,*,21K095,*,*,*,*,K-8,P.S. 095 The Gravesend,*,*,*,*,*,*,*,*,*,*,*,*
1083,21,*,*,*,*,*,*,*,*,*,14,*,16,21K096,*,8,*,*,Junior High-Intermediate-Middle,I.S. 096 Seth Low,*,*,*,*,*,*,*,*,*,6,*,*
1084,21,*,*,*,*,*,*,*,*,*,*,*,*,21K097,*,*,*,*,Elementary,P.S. 97 The Highlawn,*,*,*,*,*,*,*,*,*,*,*,*
1085,21,*,*,*,*,*,7,*,*,*,7,*,*,21K098,*,*,*,*,Junior High-Intermediate-Middle,I.S. 98 Bay Academy,*,*,*,*,*,*,*,*,*,10,*,*
1086,21,*,*,*,*,*,7,*,*,*,28,6,9,21K099,*,9,*,*,K-8,P.S. 099 Isaac Asimov,*,*,*,*,*,*,*,*,*,9,*,*
1087,21,*,*,*,*,*,*,*,*,*,*,*,*,21K100,*,*,*,*,Elementary,P.S. 100 The Coney Island School,*,*,*,*,*,*,*,*,*,7,7,*
1088,21,*,*,*,*,*,*,*,*,*,*,*,*,21K101,*,*,*,*,Elementary,P.S. 101 The Verrazano,*,*,*,*,*,*,*,*,*,*,8,*
1089,21,*,*,*,*,*,*,*,*,*,*,*,*,21K121,*,*,*,*,K-8,P.S. 121 Nelson A. Rockefeller,*,*,*,*,*,*,*,*,*,*,*,*
1090,21,*,*,*,*,*,*,*,*,*,*,*,*,21K128,*,*,*,*,Elementary,P.S. 128 Bensonhurst,*,*,*,*,*,*,*,*,*,*,*,*
1091,21,*,*,*,*,*,*,7,*,*,*,*,*,21K153,*,*,8,*,Elementary,P.S. 153 Homecrest,*,*,*,*,*,*,*,*,*,*,19,*
1092,21,*,*,*,*,*,*,*,*,*,*,*,*,21K177,*,*,*,*,Elementary,P.S. 177 The Marlboro,*,*,*,*,*,*,*,*,*,*,*,*
1093,21,*,*,*,*,*,*,*,*,*,7,8,6,21K188,*,*,*,*,Elementary,P.S. 188 Michael E. Berdy,*,*,*,*,*,*,*,*,*,*,*,*
1094,21,*,*,*,*,*,*,*,*,*,*,*,*,21K199,*,*,*,*,Elementary,P.S. 199 Frederick Wachtel,*,*,*,*,*,*,*,*,*,*,*,*
1095,21,*,*,*,*,*,*,*,*,*,*,*,*,21K209,*,*,*,*,K-8,P.S. 209 Margaret Mead,*,*,*,*,*,*,*,*,*,*,*,*
1096,21,*,*,*,*,*,*,*,*,*,*,*,*,21K212,*,*,*,*,Elementary,P.S. 212 Lady Deborah Moody,*,*,*,*,*,*,*,*,*,*,*,*
1097,21,*,*,*,*,*,*,*,*,*,*,*,*,21K215,*,*,7,*,Elementary,P.S. 215 Morris H. Weiss,*,*,*,*,*,*,*,*,*,*,*,*
1098,21,*,*,*,*,*,*,*,*,*,*,*,*,21K216,*,*,*,*,Elementary,P.S. 216 Arturo Toscanini,*,*,*,*,*,*,*,*,*,*,*,*
1099,21,*,*,*,*,*,*,*,*,*,*,*,*,21K225,*,*,*,*,K-8,P.S. K225 - The Eileen E. Zaglin,*,*,*,*,*,*,*,*,*,*,*,*
1100,21,*,*,*,*,*,*,*,*,*,*,*,*,21K226,*,*,*,*,K-8,P.S. 226 Alfred De B.Mason,*,*,*,*,*,*,*,*,*,*,*,*
1101,21,*,*,*,*,*,6,*,*,*,24,*,*,21K228,*,17,*,7,Junior High-Intermediate-Middle,I.S. 228 David A. Boody,*,*,*,*,*,*,*,*,*,23,*,9
1102,21,*,*,*,*,*,*,*,*,*,*,*,*,21K238,*,*,*,*,K-8,P.S. 238 Anne Sullivan,*,*,*,*,*,*,*,*,*,*,*,*
1103,21,*,*,*,*,*,*,*,*,*,*,*,*,21K239,*,*,*,*,Junior High-Intermediate-Middle,Mark Twain I.S. 239 for the Gifted & Talented,*,*,*,*,*,*,*,*,*,*,*,*
1104,21,*,*,*,*,*,*,*,*,*,*,*,*,21K253,*,*,*,*,Elementary,P.S. 253,*,*,*,*,*,*,*,*,*,*,*,*
1105,21,*,*,*,*,*,6,*,*,*,14,23,8,21K281,*,15,17,*,Junior High-Intermediate-Middle,I.S. 281 Joseph B Cavallaro,*,*,*,*,*,*,*,*,*,9,23,*
1106,21,*,*,*,*,*,*,*,*,*,*,12,7,21K288,*,*,*,*,K-8,P.S. 288 The Shirley Tanyhill,*,*,*,*,*,*,*,*,*,*,*,*
1107,21,*,*,*,*,*,*,*,*,*,*,*,*,21K303,*,*,*,*,Junior High-Intermediate-Middle,I.S. 303 Herbert S. Eisenberg,*,*,*,*,*,*,*,*,*,*,*,*
1108,21,*,*,*,*,*,*,*,*,*,*,7,*,21K329,*,*,*,*,Elementary,P.S. 329 Surfside,*,*,*,*,*,*,*,*,*,*,*,*
1109,21,*,*,*,*,*,*,*,*,*,*,*,*,21K337,*,*,*,*,High school,International High School at Lafayette,*,*,*,*,*,*,*,*,*,10,*,*
1110,21,*,*,*,*,*,*,*,*,*,24,*,12,21K344,*,*,*,*,High school,Rachel Carson High School for Coastal Studies,*,*,*,*,*,*,*,*,*,11,*,6
1111,21,*,*,*,*,*,*,*,*,*,30,*,16,21K348,*,*,*,6,High school,High School of Sports Management,*,*,*,*,*,*,*,*,*,*,*,*
1112,21,*,*,*,*,*,6,*,*,*,121,6,23,21K410,*,24,*,9,High school,Abraham Lincoln High School,*,*,*,*,*,*,*,*,*,19,*,*
1113,21,*,*,*,*,*,*,*,*,*,*,*,*,21K411,*,*,*,*,High school,Abraham Lincoln Yabc,*,*,*,*,*,*,*,*,*,*,*,*
1114,21,*,*,*,*,*,*,*,*,*,*,*,*,21K444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
1115,21,*,*,*,*,*,*,*,*,*,15,26,*,21K468,*,10,10,*,Secondary School,Kingsborough Early College School,*,*,*,*,*,*,*,*,*,15,*,*
1116,21,*,*,*,*,*,*,*,8,*,45,*,6,21K525,*,14,*,6,High school,Edward R. Murrow High School,*,*,*,*,*,*,*,*,*,10,*,*
1117,21,*,*,*,*,*,*,*,*,*,68,*,14,21K540,*,15,*,6,High school,John Dewey High School,*,*,*,*,*,*,*,*,*,*,*,*
1118,21,*,*,*,*,*,*,*,*,*,18,*,*,21K559,*,*,*,*,High school,Life Academy High School for Film and Music,*,*,*,*,*,*,*,*,*,*,*,*
1119,21,*,*,*,*,*,*,*,*,*,12,*,*,21K572,*,9,*,*,High school,Expeditionary Learning School for Community Leader,*,*,*,*,*,*,*,*,*,*,*,*
1120,21,*,*,*,*,*,*,*,*,*,102,*,28,21K620,*,18,*,*,High school,William E. Grady Career and Technical Education Hi,*,*,*,*,*,*,*,*,*,*,*,*
1121,21,*,*,*,*,*,*,*,*,*,7,*,*,21K690,*,10,*,*,Secondary School,Brooklyn Studio Secondary School,*,*,*,*,*,*,*,*,*,44,6,9
1122,21,*,*,*,*,*,*,*,*,*,6,*,*,21K728,*,*,*,*,High school,Liberation Diploma Plus,*,*,*,*,*,*,*,*,*,*,*,*
1123,21,*,*,*,*,*,*,*,*,*,*,*,*,21K840,*,*,*,*,District Pre-K Center,Brooklyn's Daily Discovery Pre-K Center,*,*,*,*,*,*,*,*,*,*,*,*
1124,22,*,*,*,*,*,*,*,*,*,6,*,8,22K014,*,*,*,*,Junior High-Intermediate-Middle,J.H.S. 014 Shell Bank,*,*,*,*,*,*,*,*,*,7,*,*
1125,22,*,*,*,*,*,*,*,*,*,*,12,*,22K052,*,*,12,*,Elementary,P.S. 052 Sheepshead Bay,*,*,*,*,*,*,*,*,*,*,19,*
1126,22,*,*,*,*,*,*,*,*,*,18,11,9,22K078,*,*,*,*,Junior High-Intermediate-Middle,J.H.S. 078 Roy H. Mann,*,*,*,*,*,*,*,*,*,*,*,*
1127,22,*,*,*,*,*,*,*,*,*,42,109,22,22K109,*,*,*,*,K-8,P.S. 109,*,*,*,*,*,*,*,*,*,*,*,*
1128,22,*,*,*,*,*,*,*,*,*,*,*,*,22K119,*,*,*,*,Elementary,P.S. 119 Amersfort,*,*,*,*,*,*,*,*,*,*,*,*
1129,22,*,*,*,*,*,*,*,*,*,*,*,*,22K134,*,*,*,*,Elementary,P.S. K134,*,*,*,*,*,*,*,*,*,*,*,*
1130,22,*,*,*,*,*,*,*,*,*,21,26,15,22K139,*,*,*,*,Elementary,P.S. 139 Alexine A. Fenty,*,*,*,*,*,*,*,*,*,*,8,*
1131,22,*,*,*,*,*,*,*,*,*,*,23,*,22K152,*,*,*,*,Elementary,School of Science & Technology,*,*,*,*,*,*,*,*,*,*,*,*
1132,22,*,*,*,*,*,*,*,*,*,17,*,6,22K193,*,*,*,*,Elementary,P.S. 193 Gil Hodges,*,*,*,*,*,*,*,*,*,*,*,*
1133,22,*,*,*,*,*,*,*,*,*,*,9,*,22K194,*,*,*,*,Elementary,P.S. 194 Raoul Wallenberg,*,*,*,*,*,*,*,*,*,*,*,*
1134,22,*,*,*,*,*,*,*,*,*,*,*,*,22K195,*,*,*,*,Elementary,P.S. 195 Manhattan Beach,*,*,*,*,*,*,*,*,*,*,*,*
1135,22,*,*,*,*,*,*,*,*,*,*,*,*,22K197,*,*,*,*,Elementary,P.S. 197 - The Kings Highway Academy,*,*,*,*,*,*,*,*,*,*,*,*
1136,22,*,*,*,*,*,*,*,*,*,*,*,*,22K198,*,*,*,*,Elementary,P.S. 198 Brooklyn,*,*,*,*,*,*,*,*,*,*,*,*
1137,22,*,*,*,*,*,*,*,*,*,*,28,*,22K203,*,*,*,*,Elementary,P.S. 203 Floyd Bennett School,*,*,*,*,*,*,*,*,*,*,*,*
1138,22,*,*,*,*,*,*,*,*,*,*,*,*,22K206,*,*,*,*,K-8,P.S. 206 Joseph F Lamb,*,*,*,*,*,*,*,*,*,*,9,*
1139,22,*,*,*,*,*,*,*,*,*,16,59,*,22K207,*,*,*,*,K-8,P.S. 207 Elizabeth G. Leary,*,*,*,*,*,*,*,*,*,10,21,*
1140,22,*,*,*,*,*,*,*,*,*,*,*,*,22K217,*,*,*,*,Elementary,P.S. 217 Colonel David Marcus School,*,*,*,*,*,*,*,*,*,*,*,*
1141,22,*,*,*,*,*,*,*,*,*,*,*,*,22K222,*,*,*,*,Elementary,P.S. 222 Katherine R. Snyder,*,*,*,*,*,*,*,*,*,*,*,*
1142,22,*,*,*,*,*,13,*,*,*,43,15,*,22K234,*,10,*,*,Junior High-Intermediate-Middle,J.H.S. 234 Arthur W. Cunningham,*,*,*,*,*,*,*,*,*,33,*,*
1143,22,*,*,*,*,*,*,*,*,*,*,*,*,22K236,*,*,*,*,Elementary,P.S. 236 Mill Basin,*,*,*,*,*,*,*,*,*,*,*,*
1144,22,*,*,*,*,*,*,*,*,*,15,49,11,22K240,*,*,6,*,Junior High-Intermediate-Middle,Andries Hudde,*,*,*,*,*,*,*,*,*,*,*,*
1145,22,*,*,*,*,*,*,*,*,*,*,*,*,22K245,*,*,*,*,Elementary,P.S. 245,*,*,*,*,*,*,*,*,*,*,*,*
1146,22,*,*,*,*,*,*,*,*,*,9,39,*,22K251,*,*,*,*,Elementary,P.S. 251 Paerdegat,*,*,*,*,*,*,*,*,*,*,*,*
1147,22,*,*,*,*,*,*,*,*,*,*,*,*,22K254,*,*,*,*,Elementary,P.S. 254 Dag Hammarskjold,*,*,*,*,*,*,*,*,*,*,*,*
1148,22,*,*,*,*,*,*,*,*,*,*,*,*,22K255,*,*,*,*,Elementary,P.S. 255 Barbara Reing School,*,*,*,*,*,*,*,*,*,*,*,*
1149,22,*,*,*,*,*,*,*,*,*,7,21,9,22K269,*,*,*,*,Elementary,P.S. 269 Nostrand,*,*,*,*,*,*,*,*,*,*,*,*
1150,22,*,*,*,*,*,*,*,*,*,*,*,*,22K277,*,*,*,*,Elementary,P.S. 277 Gerritsen Beach,*,*,*,*,*,*,*,*,*,*,*,*
1151,22,*,*,*,*,*,*,*,*,*,28,36,13,22K278,*,*,*,*,Junior High-Intermediate-Middle,J.H.S. 278 Marine Park,*,*,*,*,*,*,*,*,*,7,11,*
1152,22,*,*,*,*,*,*,*,*,*,*,*,*,22K312,*,*,*,*,Elementary,P.S. 312 Bergen Beach,*,*,*,*,*,*,*,*,*,*,*,*
1153,22,*,*,*,*,*,*,*,*,*,*,30,*,22K315,*,*,*,*,Elementary,P.S. K315,*,*,*,*,*,*,*,*,*,*,*,*
1154,22,*,*,*,*,*,*,*,*,*,*,*,*,22K326,*,*,*,*,Early Childhood,P.S. 326,*,*,*,*,*,*,*,*,*,*,*,*
1155,22,*,*,*,*,*,*,*,*,*,*,7,*,22K361,*,*,*,*,Early Childhood,P.S. 361 East Flatbush Early Childhood School,*,*,*,*,*,*,*,*,*,*,*,*
1156,22,*,*,*,*,*,*,*,*,*,7,*,8,22K381,*,*,*,*,Junior High-Intermediate-Middle,I. S. 381,*,*,*,*,*,*,*,*,*,*,*,*
1157,22,*,*,*,*,*,6,*,*,*,58,21,8,22K405,*,*,*,*,High school,Midwood High School,*,*,*,*,*,*,*,*,*,7,*,*
1158,22,*,*,*,*,*,*,*,*,*,23,*,*,22K425,*,12,*,7,High school,James Madison High School,*,*,*,*,*,*,*,*,*,14,*,6
1159,22,*,*,*,*,*,*,*,*,*,*,*,*,22K444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
1160,22,*,*,*,*,*,*,*,*,*,*,*,*,22K495,*,*,*,*,High school,Sheepshead Bay High School,*,*,*,*,*,*,*,*,*,*,*,*
1161,22,*,*,*,*,*,*,*,*,*,6,*,*,22K535,*,*,*,*,High school,Leon M. Goldstein High School for the Sciences,*,*,*,*,*,*,*,*,*,*,*,7
1162,22,*,*,*,*,*,*,*,*,*,*,*,*,22K555,*,*,*,*,High school,Brooklyn College Academy,*,*,*,*,*,*,*,*,*,*,*,*
1163,22,*,*,*,*,*,*,*,*,*,28,15,*,22K611,*,*,*,*,High school,Origins High School,*,*,*,*,*,*,*,*,*,*,*,*
1164,22,*,*,*,*,*,*,*,*,*,9,*,*,22K630,*,*,*,*,High school,Professional Pathways High School,*,*,*,*,*,*,*,*,*,*,*,*
1165,22,*,*,*,*,*,*,*,*,*,*,*,*,22K853,*,*,*,*,District Pre-K Center,The Joan Snow Pre-K Center,*,*,*,*,*,*,*,*,*,*,*,*
1166,23,*,*,*,*,*,*,*,*,*,*,*,7,23K041,*,*,*,*,K-8,P.S. 041 Francis White,*,*,*,*,*,*,*,*,*,*,*,*
1167,23,*,*,*,*,*,*,*,*,*,*,*,*,23K073,*,*,*,*,K-8,P.S. 073 Thomas S. Boyland,*,*,*,*,*,*,*,*,*,*,*,*
1168,23,*,*,*,*,*,*,*,*,*,*,*,11,23K137,*,*,*,*,K-8,P.S./I.S. 137 Rachel Jean Mitchell,*,*,*,*,*,*,*,*,*,*,*,*
1169,23,*,*,*,*,*,*,*,*,*,*,*,*,23K150,*,*,*,*,Elementary,P.S. 150 Christopher,*,*,*,*,*,*,*,*,*,*,*,*
1170,23,*,*,*,*,*,*,*,*,*,*,*,*,23K155,*,*,*,*,K-8,P.S./ I.S. 155 Nicholas Herkimer,*,*,*,*,*,*,*,*,*,*,*,*
1171,23,*,*,*,*,*,*,*,*,*,9,*,*,23K156,*,*,*,*,Elementary,P.S. 156 Waverly,*,*,*,*,*,*,*,*,*,*,*,*
1172,23,*,*,*,*,*,*,*,*,*,6,*,10,23K165,*,*,*,*,K-8,P.S. 165 Ida Posner,*,*,*,*,*,*,*,*,*,*,*,*
1173,23,*,*,*,*,*,*,*,*,*,*,*,8,23K178,*,*,*,*,K-8,P.S. 178 Saint Clair Mckelway,*,*,*,*,*,*,*,*,*,*,*,*
1174,23,*,*,*,*,*,*,*,*,*,*,7,*,23K184,*,*,*,*,K-8,P.S. 184 Newport,*,*,*,*,*,*,*,*,*,*,*,*
1175,23,*,*,*,*,*,*,*,*,*,8,12,19,23K284,*,*,*,6,K-8,P.S. 284 Lew Wallace,*,*,*,*,*,*,*,*,*,*,*,*
1176,23,*,*,*,*,*,*,*,*,*,*,*,*,23K298,*,*,*,*,Elementary,P.S. 298 Dr. Betty Shabazz,*,*,*,*,*,*,*,*,*,*,*,*
1177,23,*,*,*,*,*,*,*,*,*,*,*,*,23K323,*,*,*,*,K-8,P.S./I.S. 323,*,*,*,*,*,*,*,*,*,*,*,*
1178,23,*,*,*,*,*,*,*,*,*,*,*,22,23K327,*,*,*,7,K-8,P.S. 327 Dr. Rose B. English,*,*,*,*,*,*,*,*,*,*,*,*
1179,23,*,*,*,*,*,*,*,*,*,*,*,*,23K363,*,*,*,*,Junior High-Intermediate-Middle,Brownsville Collaborative Middle School,*,*,*,*,*,*,*,*,*,*,*,*
1180,23,*,*,*,*,*,*,*,*,*,*,*,*,23K392,*,*,*,*,Junior High-Intermediate-Middle,I.S. 392,*,*,*,*,*,*,*,*,*,*,*,*
1181,23,*,*,*,*,*,*,*,*,*,*,*,*,23K401,*,*,*,*,Elementary,Christopher Avenue Community School,*,*,*,*,*,*,*,*,*,*,*,*
1182,23,*,*,*,*,*,*,*,*,*,*,*,*,23K444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
1183,23,*,*,*,*,*,*,*,*,*,24,44,12,23K446,*,*,*,*,Elementary,Riverdale Avenue Community School,*,*,*,*,*,*,*,*,*,*,*,*
1184,23,*,*,*,*,*,*,*,*,*,25,*,12,23K493,*,*,*,*,High school,Brooklyn Collegiate: A College Board School,*,*,*,*,*,*,*,*,*,*,*,*
1185,23,*,*,*,*,*,*,*,*,*,14,*,*,23K514,*,*,*,*,High school,Frederick Douglass Academy VII High School,*,*,*,*,*,*,*,*,*,*,*,*
1186,23,*,*,*,*,*,*,*,*,*,*,14,*,23K518,*,*,*,*,Junior High-Intermediate-Middle,Kappa V (Knowledge and Power Preparatory Academy),*,*,*,*,*,*,*,*,*,*,*,*
1187,23,*,*,*,*,*,*,*,*,*,*,6,10,23K522,*,*,*,*,Junior High-Intermediate-Middle,Mott Hall IV,*,*,*,*,*,*,*,*,*,*,*,*
1188,23,*,*,*,*,*,*,*,*,*,*,7,*,23K599,*,*,*,*,Elementary,Brooklyn Landmark Elementary School,*,*,*,*,*,*,*,*,*,*,*,*
