,Unnamed: 0,Location_Code,Latitude,Longitude,Economic_Need_Index,Percent_ELL,Percent_Asian,Percent_Black,Percent_Hispanic,Percent_Black_Hispanic,Percent_White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction_Per,Collaborative_Teachers_Per,Supportive_Environment_Per,Strong_Family_Community_Ties_Per,Total_Proficiency_Average,SA_Rating_Exceeding_Target,SA_Rating_Meeting_Target,SA_Rating_Not_Meeting_Target,Community_School_Yes,Grades
537,537,16K584,40.674464,-73.928381,0.885,0.1,0.01,0.74,0.23,0.97,0.0,0.9,0.41,0.9,0.93,0.81,0.87,2.035,0,1,0,1,"06,07,08"
538,538,16K627,40.693761,-73.940731,0.841,0.04,0.0,0.71,0.29,0.99,0.01,0.91,0.37,0.88,0.95,0.97,0.97,2.55,0,1,0,0,"PK,0K,01,02,03,04,05"
539,539,16K628,40.681708,-73.935722,0.62,0.0,0.0,0.82,0.09,0.91,0.08,0.94,0.24,0.93,0.99,0.97,0.94,2.6950000000000003,0,1,0,0,"0K,01,02,03,04,05"
540,540,16K681,40.691976000000004,-73.931488,0.759,0.07,0.01,0.76,0.21,0.97,0.02,0.91,0.27,0.87,0.87,0.84,0.8,2.155,0,0,0,0,"06,07,08"
541,541,17K002,40.656389000000004,-73.951462,0.7170000000000001,0.07,0.03,0.81,0.13,0.93,0.02,0.94,0.16,0.87,0.89,0.85,0.77,2.44,0,1,0,0,"06,07,08"
542,542,17K006,40.648983,-73.956246,0.831,0.15,0.0,0.74,0.23,0.97,0.02,0.92,0.34,0.95,0.97,0.95,0.82,2.385,0,1,0,0,"0K,01,02,03,04,05"
543,543,17K012,40.673118,-73.920067,0.858,0.06,0.01,0.78,0.19,0.97,0.02,0.9,0.42,0.93,0.85,0.93,0.87,2.225,0,0,0,0,"PK,0K,01,02,03,04,05"
544,544,17K061,40.663676,-73.949034,0.713,0.06,0.01,0.84,0.1,0.94,0.01,0.93,0.21,0.85,0.78,0.82,0.86,2.34,0,0,0,0,"06,07,08"
545,545,17K091,40.661792,-73.940462,0.768,0.06,0.01,0.9,0.06,0.97,0.01,0.92,0.28,0.95,0.89,0.93,0.83,2.2,0,1,0,0,"PK,0K,01,02,03,04,05,SE"
546,546,17K092,40.656271000000004,-73.954146,0.807,0.15,0.06,0.76,0.18,0.93,0.01,0.92,0.3,0.77,0.89,0.84,0.86,2.18,0,0,0,0,"PK,0K,01,02,03,04,05"
547,547,17K138,40.673945,-73.95139499999998,0.7759999999999999,0.06,0.01,0.85,0.09,0.94,0.04,0.91,0.31,0.99,1.0,0.92,0.92,2.505,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
548,548,17K161,40.665905,-73.9492,0.736,0.04,0.08,0.78,0.11,0.89,0.02,0.94,0.2,0.99,0.94,0.96,0.87,2.545,0,0,0,0,"0K,01,02,03,04,05"
549,549,17K181,40.64809,-73.945911,0.721,0.09,0.0,0.86,0.1,0.95,0.02,0.92,0.26,0.8,0.81,0.81,0.81,2.22,0,0,0,0,"PK,0K,01,02,03,04,05,06,07,08"
550,550,17K189,40.665446,-73.92568100000003,0.735,0.16,0.02,0.72,0.25,0.97,0.0,0.94,0.18,0.94,0.91,0.87,0.82,2.785,1,0,0,0,"0K,01,02,03,04,05,06,07,08"
551,551,17K191,40.671812,-73.924196,0.9159999999999999,0.04,0.01,0.8,0.17,0.97,0.0,0.89,0.47,0.94,0.88,0.91,0.77,2.38,0,1,0,0,"PK,0K,01,02,03,04,05"
552,552,17K221,40.663936,-73.93606,0.7070000000000001,0.06,0.0,0.86,0.1,0.97,0.02,0.91,0.33,0.98,0.98,0.96,0.9,2.465,0,1,0,0,"PK,0K,01,02,03,04,05"
553,553,17K241,40.66888400000001,-73.960541,0.7879999999999999,0.08,0.0,0.86,0.1,0.96,0.02,0.93,0.2,0.89,0.9,0.91,0.84,2.78,0,1,0,0,"PK,0K,01,02,03,04,05"
554,554,17K246,40.64836500000001,-73.95343299999998,0.708,0.21,0.01,0.75,0.21,0.96,0.02,0.91,0.32,0.84,0.78,0.8,0.79,2.135,0,1,0,0,"06,07,08"
555,555,17K249,40.649555,-73.96650600000002,0.747,0.24,0.06,0.39,0.5,0.89,0.04,0.94,0.17,0.98,0.97,0.96,0.87,2.97,0,1,0,0,"PK,0K,01,02,03,04,05"
556,556,17K289,40.67424000000001,-73.9424,0.8290000000000001,0.07,0.03,0.73,0.19,0.92,0.02,0.89,0.41,0.9,0.89,0.92,0.8,2.52,1,0,0,0,"PK,0K,01,02,03,04,05"
557,557,17K316,40.674551,-73.96086700000002,0.755,0.04,0.0,0.72,0.2,0.92,0.06,0.94,0.18,0.98,0.94,0.96,0.86,2.71,1,0,0,0,"PK,0K,01,02,03,04,05"
558,558,17K340,40.67627,-73.96972199999998,0.764,0.01,0.02,0.83,0.13,0.96,0.01,0.93,0.21,0.9,0.93,0.83,0.81,2.6,0,0,0,0,"06,07,08"
559,559,17K352,40.664878,-73.95952199999998,0.7859999999999999,0.19,0.03,0.64,0.3,0.94,0.04,0.91,0.29,0.91,0.85,0.84,0.76,2.115,0,1,0,1,"06,07,08"
560,560,17K353,40.674551,-73.96086700000002,0.746,0.04,0.02,0.83,0.14,0.96,0.02,0.93,0.22,0.91,0.9,0.86,0.78,2.1500000000000004,0,0,0,0,"06,07,08"
561,561,17K354,40.672272,-73.937164,0.792,0.11,0.03,0.78,0.13,0.91,0.03,0.92,0.27,0.99,0.97,0.96,0.88,2.665,1,0,0,0,"06,07,08"
562,562,17K375,40.664878,-73.95952199999998,0.802,0.25,0.03,0.62,0.3,0.92,0.04,0.9,0.35,0.88,0.92,0.9,0.85,2.3200000000000003,0,1,0,0,"PK,0K,01,02,03,04,05"
563,563,17K382,40.649588,-73.957176,0.684,0.09,0.01,0.81,0.15,0.96,0.01,0.95,0.17,0.79,0.76,0.75,0.7,2.27,0,1,0,0,"06,07,08,09,10,11,12"
564,564,17K394,40.672706,-73.92893000000002,0.797,0.04,0.06,0.77,0.15,0.92,0.01,0.92,0.24,0.89,0.86,0.83,0.82,2.28,0,0,0,0,"PK,0K,01,02,03,04,05,06,07,08"
565,565,17K397,40.65873300000001,-73.946384,0.815,0.12,0.02,0.83,0.08,0.91,0.04,0.93,0.27,0.94,0.85,0.89,0.83,2.2350000000000003,0,0,0,0,"0K,01,02,03,04,05"
566,566,17K398,40.663965999999995,-73.927858,0.868,0.06,0.01,0.73,0.12,0.85,0.01,0.88,0.46,0.89,0.89,0.86,0.82,2.25,0,0,0,0,"PK,0K,01,02,03,04,05"
567,567,17K399,40.648247,-73.951778,0.725,0.09,0.03,0.72,0.14,0.86,0.01,0.93,0.25,0.82,0.69,0.97,0.87,2.37,0,0,0,0,"0K,01,02,03,04,05"
568,568,17K484,40.673118,-73.920067,0.8440000000000001,0.04,0.01,0.84,0.13,0.96,0.01,0.9,0.36,0.97,1.0,1.0,0.95,2.245,0,1,0,0,"06,07,08"
569,569,17K531,40.658665,-73.943838,0.687,0.04,0.01,0.87,0.1,0.97,0.0,0.94,0.18,0.97,0.99,0.86,0.8,2.305,0,1,0,0,"06,07,08,09,10,11,12"
570,570,17K533,40.658665,-73.943838,0.653,0.05,0.0,0.88,0.08,0.96,0.01,0.88,0.36,0.84,0.72,0.77,0.72,2.055,0,1,0,0,"06,07,08,09,10,11,12"
571,571,17K543,40.649588,-73.957176,0.536,0.0,0.03,0.86,0.08,0.94,0.01,0.97,0.06,0.97,0.96,0.89,0.9,2.97,0,1,0,0,"06,07,08,09,10,11,12"
572,572,17K590,40.667,-73.951014,0.46399999999999997,0.01,0.03,0.88,0.05,0.93,0.01,0.97,0.04,0.87,0.89,0.79,0.81,3.405,0,1,0,0,"06,07,08,09,10,11,12"
573,573,17K705,40.677036,-73.960074,0.7,0.07,0.06,0.49,0.29,0.78,0.14,0.91,0.35,0.9,0.92,0.91,0.92,2.215,0,1,0,0,"PK,0K,01,02,03,04,05"
574,574,17K722,40.662087,-73.936458,0.7440000000000001,0.05,0.01,0.82,0.11,0.93,0.0,0.93,0.18,0.85,0.82,0.81,0.86,2.125,0,0,0,0,"06,07,08"
575,575,17K770,40.663965999999995,-73.927858,0.654,0.02,0.01,0.65,0.08,0.73,0.16,0.93,0.23,0.83,0.91,0.84,0.92,2.23,0,0,1,0,"0K,01,02,03,04,05"
576,576,18K066,40.648646,-73.906851,0.526,0.02,0.01,0.88,0.07,0.95,0.03,0.95,0.12,0.81,0.78,0.84,0.84,2.595,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
577,577,18K068,40.635220000000004,-73.910912,0.59,0.15,0.01,0.9,0.05,0.95,0.03,0.92,0.25,0.81,0.88,0.77,0.77,2.18,0,1,0,0,"06,07,08"
578,578,18K114,40.642544,-73.90803000000002,0.7020000000000001,0.12,0.02,0.81,0.1,0.91,0.06,0.92,0.28,0.93,0.88,0.93,0.9,2.32,0,1,0,0,"PK,0K,01,02,03,04,05"
579,579,18K115,40.634851,-73.89789499999998,0.55,0.03,0.03,0.85,0.08,0.92,0.03,0.94,0.18,0.93,0.93,0.92,0.86,2.545,0,0,0,0,"PK,0K,01,02,03,04,05"
580,580,18K135,40.653258,-73.932975,0.68,0.04,0.01,0.88,0.07,0.95,0.02,0.95,0.18,0.82,0.83,0.89,0.83,2.47,0,0,0,0,"PK,0K,01,02,03,04,05"
581,581,18K208,40.642701,-73.9309,0.557,0.02,0.01,0.93,0.03,0.97,0.02,0.94,0.21,0.94,0.92,0.94,0.85,2.52,0,1,0,0,"PK,0K,01,02,03,04,05"
582,582,18K211,40.643163,-73.895658,0.601,0.04,0.01,0.87,0.11,0.98,0.01,0.93,0.21,0.87,0.79,0.78,0.74,2.42,0,1,0,0,"06,07,08"
583,583,18K219,40.658996,-73.922485,0.7709999999999999,0.06,0.01,0.85,0.12,0.97,0.01,0.91,0.35,0.86,0.84,0.89,0.78,2.36,0,1,0,0,"PK,0K,01,02,03,04,05"
584,584,18K233,40.651408,-73.91402099999998,0.631,0.03,0.01,0.93,0.05,0.98,0.01,0.93,0.25,0.89,0.92,0.89,0.82,2.42,0,1,0,0,"PK,0K,01,02,03,04,05"
585,585,18K235,40.654737,-73.940641,0.52,0.01,0.02,0.93,0.02,0.95,0.02,0.95,0.11,0.92,0.94,0.86,0.83,3.075,1,0,0,0,"PK,0K,01,02,03,04,05,06,07,08"
586,586,18K244,40.647918,-73.925602,0.655,0.02,0.0,0.96,0.02,0.98,0.01,0.92,0.27,0.94,0.88,0.91,0.82,2.465,0,1,0,0,"PK,0K,01,02,03,04,05"
587,587,18K268,40.657323999999996,-73.92755799999998,0.69,0.05,0.0,0.94,0.04,0.98,0.02,0.93,0.21,0.98,0.93,0.91,0.84,2.275,0,0,0,0,"PK,0K,01,02,03,04,05"
588,588,18K272,40.626334,-73.900586,0.7959999999999999,0.03,0.03,0.76,0.15,0.91,0.03,0.9,0.42,0.84,0.8,0.87,0.81,2.21,0,0,0,1,"PK,0K,01,02,03,04,05"
589,589,18K276,40.633955,-73.908254,0.596,0.08,0.01,0.91,0.05,0.96,0.01,0.93,0.22,0.85,0.8,0.88,0.84,2.335,0,0,0,0,"PK,0K,01,02,03,04,05"
590,590,18K279,40.644044,-73.892737,0.5720000000000001,0.02,0.0,0.93,0.04,0.97,0.01,0.94,0.18,0.88,0.85,0.87,0.89,2.475,0,1,0,0,"PK,0K,01,02,03,04,05"
591,591,18K285,40.647443,-73.920775,0.606,0.01,0.0,0.94,0.05,0.99,0.01,0.92,0.26,0.89,0.84,0.8,0.73,2.39,0,1,0,0,"06,07,08"
592,592,18K366,40.647417,-73.891766,0.534,0.02,0.01,0.92,0.07,0.99,0.01,0.95,0.13,0.85,0.81,0.78,0.81,2.42,0,0,0,0,"06,07,08"
593,593,18K581,40.658685,-73.928682,0.7,0.11,0.02,0.89,0.02,0.91,0.02,0.92,0.23,0.83,0.76,0.8,0.8,2.16,0,1,0,1,"06,07,08"
594,594,18K588,40.65785,-73.92003199999998,0.778,0.06,0.0,0.88,0.06,0.94,0.01,0.92,0.26,0.84,0.82,0.82,0.79,2.2350000000000003,0,1,0,0,"06,07,08"
595,595,18K598,40.658685,-73.928682,0.608,0.05,0.02,0.89,0.07,0.96,0.02,0.92,0.23,0.85,0.88,0.83,0.8,2.225,0,1,0,0,"06,07,08"
596,596,18K763,40.647918,-73.925602,0.535,0.03,0.0,0.95,0.03,0.97,0.01,0.95,0.1,0.98,1.0,0.95,0.81,2.33,0,1,0,0,"06,07,08"
597,597,19K007,40.689594,-73.872989,0.7829999999999999,0.19,0.07,0.09,0.8,0.9,0.02,0.92,0.29,0.86,0.77,0.86,0.82,2.37,0,0,0,0,"PK,0K,01,02,03,04,05"
598,598,19K013,40.663784,-73.893259,0.892,0.12,0.01,0.67,0.28,0.95,0.03,0.91,0.34,0.91,0.79,0.77,0.85,2.285,0,1,0,0,"PK,0K,01,02,03,04,05"
599,599,19K065,40.686902,-73.878276,0.8170000000000001,0.27,0.02,0.11,0.82,0.92,0.0,0.94,0.19,0.97,0.93,0.98,0.87,2.685,0,1,0,0,"0K,01,02,03,04,05"
600,600,19K089,40.677777,-73.886699,0.8240000000000001,0.41,0.01,0.03,0.95,0.98,0.0,0.95,0.1,0.83,0.85,0.91,0.85,2.2350000000000003,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
601,601,19K108,40.681272,-73.884346,0.838,0.12,0.06,0.12,0.79,0.91,0.02,0.92,0.3,0.96,0.92,0.96,0.85,2.78,1,0,0,0,"0K,01,02,03,04,05"
602,602,19K149,40.669352,-73.89276,0.8740000000000001,0.08,0.03,0.63,0.32,0.96,0.01,0.9,0.4,0.96,0.73,0.84,0.77,2.23,0,0,0,0,"PK,0K,01,02,03,04,05"
603,603,19K158,40.672588,-73.88519699999998,0.877,0.07,0.01,0.55,0.41,0.96,0.0,0.9,0.39,0.93,0.94,0.92,0.89,2.265,0,1,0,1,"PK,0K,01,02,03,04,05"
604,604,19K159,40.676117,-73.869676,0.8370000000000001,0.18,0.32,0.39,0.26,0.65,0.01,0.91,0.3,1.0,0.99,0.99,0.8,2.46,0,1,0,0,"0K,01,02,03,04,05"
605,605,19K171,40.685840999999996,-73.869429,0.7879999999999999,0.22,0.04,0.14,0.77,0.91,0.01,0.92,0.26,0.93,0.94,0.85,0.76,2.2350000000000003,0,0,0,0,"06,07,08"
606,606,19K190,40.66226500000001,-73.894749,0.8340000000000001,0.02,0.01,0.77,0.22,0.98,0.01,0.88,0.5,0.89,0.72,0.87,0.72,2.425,0,1,0,0,"PK,0K,01,02,03,04,05"
607,607,19K202,40.666256,-73.876405,0.867,0.1,0.01,0.61,0.35,0.96,0.02,0.89,0.48,0.86,0.71,0.78,0.77,2.2,0,0,0,0,"0K,01,02,03,04,05"
608,608,19K213,40.660047999999996,-73.89021899999999,0.833,0.08,0.01,0.76,0.21,0.96,0.03,0.9,0.41,0.88,0.72,0.85,0.79,2.145,0,1,0,0,"PK,0K,01,02,03,04,05"
609,609,19K214,40.676324,-73.863062,0.838,0.14,0.51,0.13,0.33,0.46,0.02,0.93,0.22,0.96,0.91,0.94,0.85,2.465,0,0,0,0,"PK,0K,01,02,03,04,05"
610,610,19K218,40.670064,-73.87455600000001,0.857,0.22,0.2,0.36,0.43,0.79,0.01,0.89,0.41,0.87,0.85,0.82,0.79,2.1500000000000004,0,1,0,0,"06,07,08"
611,611,19K224,40.664057,-73.866271,0.879,0.06,0.02,0.65,0.3,0.95,0.02,0.91,0.32,0.86,0.92,0.85,0.83,2.26,0,1,0,0,"PK,0K,01,02,03,04,05"
612,612,19K273,40.657866999999996,-73.879289,0.813,0.02,0.01,0.75,0.23,0.97,0.01,0.91,0.36,0.96,0.94,0.92,0.88,2.345,0,1,0,0,"0K,01,02,03,04,05"
613,613,19K290,40.677932,-73.889763,0.807,0.17,0.04,0.24,0.7,0.94,0.01,0.92,0.28,0.87,0.84,0.89,0.84,2.645,0,1,0,0,"0K,01,02,03,04,05"
614,614,19K292,40.671887,-73.89345300000002,0.848,0.1,0.12,0.52,0.33,0.86,0.01,0.91,0.29,0.79,0.79,0.81,0.72,2.415,0,1,0,0,"06,07,08"
615,615,19K306,40.655260999999996,-73.88633399999998,0.875,0.03,0.01,0.74,0.23,0.98,0.01,0.86,0.57,0.85,0.68,0.78,0.81,2.08,0,0,0,1,"PK,0K,01,02,03,04,05,06,07,08"
616,616,19K311,40.66226500000001,-73.894749,0.7829999999999999,0.21,0.04,0.69,0.2,0.89,0.07,0.9,0.31,0.83,0.96,0.78,0.84,1.925,0,0,1,1,"06,07,08"
617,617,19K325,40.65401,-73.894627,0.845,0.03,0.01,0.74,0.23,0.97,0.01,0.92,0.36,0.83,0.83,0.92,0.82,2.08,0,0,0,0,"PK,0K,01,02,03,04,05"
618,618,19K328,40.667817,-73.898173,0.9309999999999999,0.17,0.02,0.57,0.37,0.94,0.03,0.88,0.51,0.85,0.91,0.92,0.84,2.165,0,1,0,1,"PK,0K,01,02,03,04,05"
619,619,19K345,40.676188,-73.879886,0.8490000000000001,0.16,0.07,0.38,0.51,0.89,0.02,0.91,0.33,0.9,0.78,0.86,0.83,2.29,0,0,0,0,"PK,0K,01,02,03,04,05"
620,620,19K346,40.646745,-73.881849,0.6759999999999999,0.01,0.06,0.61,0.24,0.85,0.06,0.93,0.23,0.92,0.93,0.93,0.85,2.495,0,1,0,0,"PK,0K,01,02,03,04,05"
621,621,19K364,40.64647100000001,-73.881132,0.669,0.02,0.02,0.69,0.26,0.94,0.03,0.92,0.3,0.81,0.85,0.82,0.77,2.395,0,1,0,0,"06,07,08"
622,622,19K404,40.6573,-73.874138,0.705,0.01,0.01,0.72,0.24,0.97,0.01,0.9,0.39,0.71,0.85,0.78,0.75,2.0700000000000003,0,0,0,1,"06,07,08,09,10,11,12"
623,623,19K409,40.661208,-73.886779,0.716,0.03,0.02,0.65,0.3,0.95,0.01,0.95,0.08,0.87,0.85,0.8,0.71,2.675,0,1,0,0,"06,07,08,09,10,11,12"
624,624,19K422,40.6573,-73.874138,0.777,0.03,0.01,0.72,0.24,0.96,0.01,0.91,0.31,0.88,0.96,0.85,0.77,2.185,0,0,0,1,"06,07,08,09,10,11,12"
625,625,19K452,40.646745,-73.881849,0.64,0.02,0.05,0.72,0.23,0.95,0.0,0.95,0.14,0.89,0.95,0.85,0.84,2.675,0,0,0,0,"06,07,08"
626,626,19K654,40.659637,-73.885597,0.78,0.14,0.02,0.68,0.28,0.96,0.02,0.9,0.33,0.86,0.96,0.83,0.8,1.955,0,0,0,0,"06,07,08"
627,627,19K661,40.676982,-73.883838,0.812,0.11,0.04,0.27,0.66,0.93,0.02,0.93,0.24,0.74,0.73,0.89,0.77,2.335,0,1,0,0,"06,07,08"
628,628,19K662,40.676982,-73.883838,0.823,0.2,0.05,0.24,0.68,0.92,0.01,0.92,0.31,0.91,0.97,0.94,0.78,2.315,0,1,0,0,"06,07,08"
629,629,19K663,40.665557,-73.89764100000002,0.8909999999999999,0.04,0.02,0.64,0.33,0.97,0.01,0.94,0.16,0.88,0.97,0.83,0.85,2.1950000000000003,0,1,0,0,"06,07,08"
630,630,19K677,40.669568,-73.879189,0.843,0.14,0.02,0.6,0.36,0.95,0.01,0.92,0.3,0.91,0.93,0.85,0.87,2.325,0,1,0,0,"PK,0K,01,02,03,04,05"
631,631,19K678,40.669568,-73.879189,0.845,0.05,0.04,0.59,0.37,0.96,0.0,0.92,0.32,0.86,0.96,0.93,0.83,2.13,0,0,0,0,"06,07,08"
632,632,19K760,40.685840999999996,-73.869429,0.818,0.13,0.02,0.17,0.78,0.96,0.0,0.91,0.43,0.87,0.92,0.85,0.74,2.24,0,1,0,0,"06,07,08"
633,633,20K030,40.633733,-74.02422,0.6509999999999999,0.26,0.2,0.02,0.3,0.31,0.48,0.95,0.13,0.87,0.88,0.87,0.76,2.76,0,1,0,0,"06,07,08"
634,634,20K048,40.621555,-73.987279,0.636,0.28,0.47,0.01,0.28,0.28,0.22,0.95,0.14,0.87,0.85,0.92,0.78,2.8200000000000003,0,1,0,0,"PK,0K,01,02,03,04,05,SE"
635,635,20K062,40.638574,-73.97124000000002,0.741,0.22,0.31,0.24,0.31,0.55,0.13,0.95,0.12,0.89,0.9,0.87,0.74,2.435,0,1,0,0,"06,07,08"
636,636,20K069,40.63239,-74.009637,0.823,0.53,0.9,0.0,0.05,0.05,0.04,0.98,0.04,0.93,0.95,0.95,0.82,3.07,1,0,0,0,"0K,01,02,03,04,05"
637,637,20K102,40.634338,-74.02892299999998,0.536,0.15,0.15,0.01,0.25,0.27,0.56,0.96,0.1,0.94,0.93,0.95,0.83,3.04,0,1,0,0,"0K,01,02,03,04,05"
638,638,20K104,40.618025,-74.028588,0.523,0.09,0.22,0.03,0.25,0.28,0.47,0.96,0.1,0.92,0.93,0.86,0.78,2.955,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
639,639,20K105,40.633244,-74.003507,0.8059999999999999,0.5,0.92,0.0,0.04,0.05,0.03,0.99,0.02,0.9,0.88,0.92,0.85,3.075,1,0,0,0,"PK,0K,01,02,03,04,05"
640,640,20K112,40.619415000000004,-74.00057199999998,0.723,0.24,0.41,0.0,0.31,0.31,0.28,0.96,0.12,0.94,0.91,0.93,0.8,2.91,0,1,0,0,"0K,01,02,03,04,05"
641,641,20K127,40.623807,-74.018575,0.5660000000000001,0.3,0.31,0.01,0.22,0.22,0.46,0.95,0.13,0.95,0.92,0.97,0.84,2.885,0,1,0,0,"0K,01,02,03,04,05"
642,642,20K160,40.636935,-73.999073,0.8320000000000001,0.66,0.85,0.01,0.1,0.11,0.04,0.97,0.05,0.94,0.93,0.95,0.82,2.97,1,0,0,0,"PK,0K,01,02,03,04,05"
643,643,20K163,40.606594,-74.007612,0.655,0.17,0.29,0.01,0.32,0.33,0.38,0.96,0.12,0.95,0.97,0.94,0.83,2.88,1,0,0,0,"PK,0K,01,02,03,04,05"
644,644,20K164,40.637173,-73.985845,0.8540000000000001,0.15,0.32,0.02,0.5,0.52,0.14,0.96,0.09,0.94,0.96,0.98,0.86,2.65,0,1,0,0,"PK,0K,01,02,03,04,05"
645,645,20K170,40.63037,-74.01870699999998,0.747,0.36,0.45,0.01,0.19,0.2,0.34,0.96,0.09,0.96,0.97,0.97,0.83,2.895,1,0,0,0,"0K,01,02,03,04,05"
646,646,20K176,40.62475900000001,-74.005074,0.696,0.27,0.63,0.0,0.21,0.21,0.15,0.97,0.05,0.95,0.95,0.96,0.82,3.1950000000000003,1,0,0,0,"0K,01,02,03,04,05"
647,647,20K179,40.64022,-73.977267,0.8340000000000001,0.47,0.56,0.03,0.25,0.28,0.15,0.93,0.23,0.96,0.86,0.96,0.78,2.45,0,0,0,0,"PK,0K,01,02,03,04,05"
648,648,20K180,40.62659,-73.989464,0.706,0.23,0.43,0.01,0.28,0.29,0.27,0.97,0.09,0.93,0.94,0.86,0.8,2.885,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
649,649,20K185,40.623635,-74.03349200000002,0.361,0.07,0.08,0.0,0.16,0.17,0.73,0.95,0.1,0.93,0.98,0.98,0.86,3.005,0,0,0,0,"0K,01,02,03,04,05"
650,650,20K186,40.611106,-73.99459300000002,0.659,0.3,0.39,0.0,0.27,0.27,0.33,0.96,0.09,0.92,0.85,0.94,0.83,2.98,0,1,0,0,"PK,0K,01,02,03,04,05"
651,651,20K187,40.627846999999996,-74.004003,0.48,0.02,0.69,0.01,0.06,0.07,0.24,0.98,0.02,0.92,0.91,0.92,0.76,4.01,1,0,0,0,"06,07,08"
652,652,20K192,40.628989000000004,-73.979862,0.8,0.3,0.2,0.02,0.52,0.53,0.26,0.94,0.16,0.9,0.89,0.89,0.81,2.525,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
653,653,20K200,40.602902,-74.001826,0.642,0.24,0.34,0.01,0.21,0.22,0.43,0.95,0.15,0.89,0.82,0.92,0.79,2.945,0,1,0,0,"PK,0K,01,02,03,04,05"
654,654,20K201,40.618745000000004,-74.01331,0.5579999999999999,0.08,0.46,0.0,0.14,0.14,0.39,0.97,0.07,0.92,0.94,0.88,0.7,3.245,1,0,0,0,"06,07,08"
655,655,20K204,40.61368,-74.00635600000003,0.5429999999999999,0.14,0.5,0.01,0.19,0.19,0.3,0.96,0.09,0.94,0.94,0.96,0.81,3.08,0,1,0,0,"PK,0K,01,02,03,04,05"
656,656,20K205,40.614826,-73.986999,0.665,0.3,0.56,0.01,0.2,0.21,0.23,0.96,0.11,0.88,0.86,0.92,0.8,3.01,1,0,0,0,"PK,0K,01,02,03,04,05"
657,657,20K220,40.640772999999996,-74.00080799999998,0.828,0.33,0.49,0.01,0.44,0.45,0.06,0.95,0.12,0.83,0.8,0.82,0.67,2.615,0,1,0,0,"06,07,08"
658,658,20K223,40.634787,-73.98163100000002,0.792,0.31,0.61,0.04,0.27,0.31,0.07,0.96,0.12,0.85,0.88,0.86,0.72,2.66,1,0,0,0,"06,07,08"
659,659,20K227,40.621845,-73.995529,0.731,0.26,0.6,0.0,0.24,0.25,0.16,0.96,0.11,0.85,0.87,0.85,0.68,2.66,0,1,0,0,"06,07,08"
660,660,20K229,40.610577,-74.013301,0.385,0.09,0.55,0.01,0.11,0.13,0.32,0.97,0.08,0.9,0.88,0.87,0.8,3.275,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
661,661,20K247,40.612249,-73.987219,0.613,0.25,0.48,0.01,0.14,0.15,0.37,0.96,0.1,0.89,0.9,0.92,0.82,3.185,1,0,0,0,"PK,0K,01,02,03,04,05"
662,662,20K259,40.626227,-74.014758,0.622,0.11,0.45,0.01,0.22,0.23,0.32,0.96,0.12,0.95,0.96,0.89,0.69,3.1,0,1,0,0,"06,07,08"
663,663,20K264,40.621006,-74.029639,0.5660000000000001,0.13,0.12,0.03,0.35,0.37,0.5,0.96,0.09,0.95,0.91,0.97,0.84,2.815,0,1,0,0,"0K,01,02,03,04,05"
664,664,20K310,40.632148,-74.00754,0.841,0.5,0.85,0.01,0.08,0.08,0.06,0.98,0.03,0.93,0.97,0.95,0.95,3.135,1,0,0,0,"0K,01,02,03,04,05"
665,665,20K503,40.641937,-74.019313,0.8809999999999999,0.55,0.19,0.01,0.76,0.77,0.04,0.95,0.13,0.81,0.88,0.89,0.87,2.37,0,1,0,0,"PK,0K,01,02,03,04,05"
666,666,20K506,40.641937,-74.019313,0.823,0.27,0.3,0.01,0.65,0.66,0.04,0.95,0.12,0.91,0.93,0.93,0.82,2.605,0,1,0,0,"PK,0K,01,02,03,04,05"
667,667,20K609,40.634787,-73.98163100000002,0.71,0.1,0.47,0.21,0.19,0.4,0.12,0.94,0.21,0.87,0.89,0.88,0.73,2.62,0,1,0,0,"06,07,08,09,10,11,12"
668,668,20K682,40.607008,-73.986852,0.379,0.07,0.18,0.04,0.14,0.18,0.63,0.95,0.1,0.93,0.94,0.97,0.93,3.285,0,1,0,0,"0K,01,02,03,04,05"
669,669,20K686,40.607008,-73.986852,0.209,0.06,0.18,0.05,0.05,0.1,0.71,0.96,0.05,0.91,0.97,0.94,0.9,3.575,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
670,670,20K748,40.606942,-74.007327,0.525,0.17,0.39,0.0,0.21,0.21,0.38,0.96,0.08,0.98,0.96,0.98,0.83,3.555,1,0,0,0,"0K,01,02,03,04,05"
671,671,20K971,40.639505,-74.020291,0.7929999999999999,0.41,0.55,0.01,0.39,0.4,0.06,0.97,0.05,0.95,0.85,0.96,0.83,2.6,0,1,0,0,"0K,01,02,03,04,05"
672,672,21K090,40.578198,-73.980151,0.8390000000000001,0.16,0.11,0.13,0.59,0.72,0.15,0.92,0.31,0.82,0.81,0.9,0.82,2.505,0,1,0,0,"PK,0K,01,02,03,04,05"
